   1.80858,  20.36573,   0.40590
   1.47966,  29.23401,   0.50710
   1.28458,  34.27877,   0.51840
   1.20131,  36.53197,   0.45590
   1.13827,  37.79412,   0.55980
   1.10459,  38.65729,   0.61040
   1.06372,  39.69821,   0.58370
   1.03281,  40.52046,   0.63020
   1.00245,  41.16496,   0.63590
   0.98894,  41.45780,   0.64500
   0.95890,  42.16752,   0.62900
   0.94735,  42.58696,   0.65340
   0.92921,  42.88107,   0.59670
   0.92075,  43.09335,   0.62520
   0.90897,  43.51790,   0.64770
   0.90104,  43.67775,   0.64060
   0.88982,  44.03708,   0.65420
   0.88295,  44.17775,   0.67810
   0.87423,  44.39258,   0.68200
   0.87615,  44.34143,   0.65210
   0.87013,  44.41944,   0.63000
   0.86093,  44.69054,   0.67410
   0.86341,  44.51918,   0.67210
   0.85770,  44.72379,   0.67430
   0.85719,  44.89386,   0.59170
   0.84862,  45.00895,   0.67590
   0.85696,  44.82225,   0.63960
   0.85314,  44.86061,   0.68250
   0.84114,  45.19054,   0.65960
   0.83822,  45.33248,   0.71350
   0.83579,  45.20972,   0.65040
   0.83568,  45.25703,   0.62630
   0.82937,  45.28645,   0.67900
   0.83258,  45.45269,   0.64280
   0.82976,  45.49233,   0.68560
   0.71555,  47.99616,   0.75160
   0.68701,  48.52302,   0.76270
   0.68319,  48.67263,   0.75650
   0.67679,  48.92967,   0.76690
   0.67116,  49.00895,   0.76120
   0.67356,  48.98465,   0.76070
   0.66696,  49.15729,   0.76490
   0.66383,  49.18159,   0.76880
   0.66151,  49.30563,   0.76240
   0.66019,  49.11253,   0.76080
   0.65832,  49.20972,   0.76060
   0.65174,  49.55115,   0.76160
   0.65812,  49.21483,   0.76640
   0.65355,  49.39898,   0.75340
   0.65739,  49.34527,   0.76090
   0.65416,  49.43990,   0.76270
   0.65003,  49.41944,   0.77080
   0.65181,  49.43350,   0.76380
   0.65674,  49.30179,   0.76600
   0.64917,  49.46420,   0.76400
   0.64596,  49.67647,   0.76530
   0.64660,  49.52941,   0.76160
   0.65114,  49.46803,   0.76970
   0.64634,  49.58952,   0.76080
   0.64285,  49.62532,   0.77050
   0.64522,  49.60230,   0.75590
   0.64489,  49.68414,   0.76630
   0.64769,  49.50128,   0.76840
   0.64430,  49.62276,   0.75190
   0.64287,  49.65729,   0.76110
   0.64802,  49.52941,   0.75910
   0.64477,  49.61637,   0.76330
   0.64432,  49.59591,   0.75130
   0.64265,  49.72506,   0.74480
   0.77080,  49.66240,   0.76950
